Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1670189598,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189599,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189600,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189601,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189602,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189603,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189604,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189605,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189606,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189607,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189608,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189609,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189610,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189611,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1670189612,11,,Aggregated,0.000000,0.000000,27,27,27,29,29,29,29,29,29,29,29,5,0,27,26.350479997927323,24.3110000010347,28.640600008657202,8.0
1670189613,22,,Aggregated,0.000000,0.000000,17,25,27,27,27,29,29,29,29,29,29,11,0,17,20.678163635734975,14.451999988523312,28.640600008657202,8.0
1670189614,33,,Aggregated,5.000000,0.000000,17,27,29,2000,2000,2000,2000,2000,2000,2000,2000,26,0,16,478.7177884617659,1.38159999914933,2026.5694999980042,8.461538461538462
1670189615,44,,Aggregated,5.500000,0.000000,15,27,2000,2000,2000,2000,2000,2000,2000,2000,2000,41,0,15,550.9051926829426,1.2601000053109601,2026.5694999980042,8.536585365853659
1670189616,55,,Aggregated,8.000000,0.000000,16,29,2000,2000,2000,2000,2000,2000,2000,2000,2000,57,0,16,679.5231403515924,1.2601000053109601,2026.5694999980042,8.666666666666666
1670189617,66,,Aggregated,9.000000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,83,0,22,783.7142132533678,1.1048000014852732,2026.5694999980042,8.771084337349398
1670189618,77,,Aggregated,10.000000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,117,0,21,814.6755974361689,1.1048000014852732,2026.5694999980042,8.803418803418804
1670189619,88,,Aggregated,12.333333,0.000000,17,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,143,0,17,779.6351265735555,1.1048000014852732,2026.5694999980042,8.76923076923077
1670189620,99,,Aggregated,14.571429,0.000000,17,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,178,0,17,830.1303893258387,1.1048000014852732,2026.5694999980042,8.820224719101123
1670189621,110,,Aggregated,16.625000,0.000000,17,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,214,0,17,831.5087280375039,1.1048000014852732,2026.5694999980042,8.822429906542055
1670189622,121,,Aggregated,18.444444,0.000000,17,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,257,0,17,864.3062871595793,1.1048000014852732,2026.5694999980042,8.85603112840467
1670189623,132,,Aggregated,19.800000,0.000000,17,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,313,0,17,889.5104242810093,1.0929000127362087,2026.5694999980042,8.881789137380192
1670189624,143,,Aggregated,23.100000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,358,0,16,878.9655899438927,1.0929000127362087,2026.5694999980042,8.871508379888269
1670189625,154,,Aggregated,27.700000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,404,0,16,888.1997378712095,0.9999000030802563,2026.5694999980042,8.881188118811881
1670189626,165,,Aggregated,31.000000,0.000000,15,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,463,0,15,870.4987956803357,0.9999000030802563,2026.5694999980042,8.863930885529157
1670189627,176,,Aggregated,34.200000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,524,0,16,895.8811234732342,0.9999000030802563,2026.5694999980042,8.889312977099237
1670189628,187,,Aggregated,38.100000,0.000000,17,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,584,0,17,910.4508640411701,0.9999000030802563,2026.5694999980042,8.904109589041095
1670189629,198,,Aggregated,41.800000,0.000000,17,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,651,0,17,906.4820895545117,0.9999000030802563,2031.2820999970427,8.90015360983103
1670189630,209,,Aggregated,45.300000,0.000000,18,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,731,0,18,917.2058887824702,0.9999000030802563,2031.2820999970427,8.911080711354309
1670189631,220,,Aggregated,47.400000,0.000000,18,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,812,0,17,924.7943663793759,0.9999000030802563,2038.862200002768,8.91871921182266
1670189632,231,,Aggregated,51.800000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,888,0,16,908.9660373875131,0.9999000030802563,2038.862200002768,8.903153153153154
1670189633,242,,Aggregated,56.400000,0.000000,15,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,979,0,15,902.4195905006776,0.9999000030802563,2038.862200002768,8.896833503575076
1670189634,253,,Aggregated,60.400000,0.000000,15,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1070,0,15,910.0770953272238,0.9999000030802563,2038.862200002768,8.904672897196262
1670189635,264,,Aggregated,63.700000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1165,0,16,904.8539135623583,0.9999000030802563,2038.862200002768,8.899570815450645
1670189636,275,,Aggregated,67.700000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1260,0,16,913.155187301718,0.9999000030802563,2038.862200002768,8.907936507936508
1670189637,286,,Aggregated,72.400000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1353,0,16,915.6315253513372,0.9979000024031848,2038.862200002768,8.910569105691057
1670189638,297,,Aggregated,77.100000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1460,0,16,910.4335136989084,0.9945000056177378,2038.862200002768,8.905479452054795
1670189639,308,,Aggregated,80.400000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1561,0,16,910.6854052533032,0.9884000028250739,2038.862200002768,8.905829596412556
1670189640,319,,Aggregated,83.500000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1685,0,16,923.3924461723653,0.9391000057803467,2038.862200002768,8.918694362017805
1670189641,330,,Aggregated,89.600000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1778,0,16,925.8650055120322,0.9391000057803467,2038.862200002768,8.921259842519685
1670189642,341,,Aggregated,92.300000,0.000000,16,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1893,0,16,923.697616112176,0.9391000057803467,2038.862200002768,8.919175911251982
1670189643,352,,Aggregated,94.800000,0.000000,17,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2025,0,17,931.9304729383988,0.9391000057803467,2038.862200002768,8.927407407407408
1670189644,363,,Aggregated,98.600000,0.000000,18,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2138,0,18,940.9132163238389,0.9391000057803467,2038.862200002768,8.936389148737138
1670189645,374,,Aggregated,102.100000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2263,0,19,945.7068116218621,0.9391000057803467,2038.862200002768,8.941228457799381
1670189646,385,,Aggregated,106.100000,0.000000,18,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2396,0,18,946.8094623122811,0.9391000057803467,2038.862200002768,8.942404006677796
1670189647,396,,Aggregated,108.400000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2535,0,19,953.4201629586391,0.9391000057803467,2038.862200002768,8.949112426035503
1670189648,407,,Aggregated,109.600000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2660,0,19,959.8722502255863,0.9391000057803467,2038.862200002768,8.955639097744362
1670189649,418,,Aggregated,114.000000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2804,0,19,958.5558695791797,0.9391000057803467,2038.862200002768,8.954350927246791
1670189650,429,,Aggregated,118.300000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2961,0,19,957.2340097264439,0.9391000057803467,2038.862200002768,8.953056399864911
1670189651,440,,Aggregated,120.500000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3112,0,18,952.7017158419139,0.9391000057803467,2038.862200002768,8.948586118251928
1670189652,451,,Aggregated,125.300000,0.000000,18,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3268,0,18,952.0404314565536,0.9391000057803467,2038.862200002768,8.947980416156671
1670189653,462,,Aggregated,130.800000,0.000000,18,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3405,0,18,951.4673113068685,0.9391000057803467,2038.862200002768,8.947430249632893
1670189654,473,,Aggregated,134.000000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3559,0,19,958.2271509131631,0.9391000057803467,2038.862200002768,8.954200618151166
1670189655,484,,Aggregated,137.700000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3738,0,19,959.5578643124466,0.9391000057803467,2038.862200002768,8.955591225254146
1670189656,495,,Aggregated,138.800000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3902,0,19,964.9864451562918,0.9391000057803467,2038.862200002768,8.961045617631983
1670189657,506,,Aggregated,143.800000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4081,0,19,966.8831334721345,0.9391000057803467,2038.862200002768,8.962999264886058
1670189658,517,,Aggregated,149.800000,0.000000,19,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4230,0,19,966.9722359573784,0.9391000057803467,2038.862200002768,8.963120567375887
1670189659,528,,Aggregated,151.700000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4415,0,20,968.3001739750172,0.9391000057803467,2038.862200002768,8.964439411098528
1670189660,539,,Aggregated,155.700000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4590,0,21,972.4950431372088,0.9391000057803467,2038.862200002768,8.968627450980392
1670189661,550,,Aggregated,158.500000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4790,0,21,973.3858733611249,0.9391000057803467,2038.862200002768,8.969519832985386
1670189662,561,,Aggregated,160.600000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4990,0,21,972.1986728255997,0.9317000076407567,2038.862200002768,8.968336673346693
1670189663,572,,Aggregated,164.500000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5169,0,21,971.9013956857585,0.9317000076407567,2038.862200002768,8.968078932095183
1670189664,583,,Aggregated,169.200000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5363,0,21,972.6446506245932,0.9195000020554289,2038.862200002768,8.9688607122879
1670189665,594,,Aggregated,172.900000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5574,0,21,971.8890141011149,0.9195000020554289,2040.8656999934465,8.968066020810907
1670189666,605,,Aggregated,178.200000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5775,0,20,971.4330353765512,0.9195000020554289,2040.8656999934465,8.967619047619047
1670189667,616,,Aggregated,181.200000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5973,0,20,972.4930839276134,0.9195000020554289,2045.5192999943392,8.968692449355434
1670189668,627,,Aggregated,184.800000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,6214,0,21,974.1611328129482,0.9195000020554289,2045.5192999943392,8.97038944319279
1670189669,638,,Aggregated,189.000000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2000,2100,2100,6426,0,20,971.8099190475637,0.9195000020554289,2051.25340000086,8.967942732648615
1670189670,649,,Aggregated,192.600000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2000,2100,2100,6646,0,20,968.9239533553495,0.9195000020554289,2051.25340000086,8.96509178453205
1670189671,660,,Aggregated,199.000000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,6848,0,20,970.5650374999524,0.9195000020554289,2065.361999993911,8.966705607476635
1670189672,671,,Aggregated,203.300000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,7104,0,20,973.6983020832977,0.9195000020554289,2065.361999993911,8.969876126126126
1670189673,682,,Aggregated,204.800000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,7339,0,20,972.3232960348525,0.9195000020554289,2065.361999993911,8.96852432211473
1670189674,693,,Aggregated,207.200000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,7541,0,20,971.5597935021627,0.9195000020554289,2065.361999993911,8.967776157008354
1670189675,704,,Aggregated,211.500000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,7785,0,20,971.5363418496734,0.9195000020554289,2065.361999993911,8.967758509955042
1670189676,715,,Aggregated,216.700000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,8043,0,20,974.3331975506351,0.9195000020554289,2065.361999993911,8.97053338306602
1670189677,726,,Aggregated,217.100000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,8276,0,20,974.7935012203753,0.9195000020554289,2065.361999993911,8.971000483325279
1670189678,737,,Aggregated,221.200000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,8541,0,20,975.1305671935208,0.9195000020554289,2069.5003000000725,8.971314834328533
1670189679,748,,Aggregated,227.600000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,8796,0,20,973.3228714529336,0.9195000020554289,2069.5003000000725,8.969531605275126
1670189680,759,,Aggregated,230.400000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,9052,0,20,973.9319943658882,0.9195000020554289,2069.5003000000725,8.97017233760495
1670189681,770,,Aggregated,233.800000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,9297,0,20,973.324854275572,0.9195000020554289,2069.5003000000725,8.969560073141874
1670189682,781,,Aggregated,238.000000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,9566,0,20,974.477387905069,0.9195000020554289,2069.5003000000725,8.970729667572654
1670189683,792,,Aggregated,242.000000,0.000000,20,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,9820,0,20,975.6480789205551,0.9195000020554289,2069.5003000000725,8.971894093686354
1670189684,803,,Aggregated,245.200000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,10087,0,21,977.6644058193531,0.9195000020554289,2069.5003000000725,8.973926836522256
1670189685,814,,Aggregated,247.000000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,10350,0,21,978.9856311787042,0.9195000020554289,2069.5003000000725,8.975265700483092
1670189686,825,,Aggregated,249.800000,0.000000,21,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,10623,0,21,978.7364713357365,0.9195000020554289,2069.5003000000725,8.975054127835827
1670189687,836,,Aggregated,255.500000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,10882,0,22,982.9112137474227,0.9195000020554289,2069.5003000000725,8.979231758867854
1670189688,847,,Aggregated,256.100000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,11171,0,22,983.7302329423868,0.9195000020554289,2069.5003000000725,8.980037597350282
1670189689,858,,Aggregated,259.400000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,11470,0,22,983.1024452222641,0.9195000020554289,2069.5003000000725,8.979424585876199
1670189690,869,,Aggregated,262.400000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,11746,0,22,983.4068473437165,0.9195000020554289,2069.5003000000725,8.97973778307509
1670189691,880,,Aggregated,263.700000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,12056,0,21,980.9783945669673,0.9195000020554289,2069.5003000000725,8.977272727272727
1670189692,891,,Aggregated,268.200000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,12350,0,22,981.8176132550085,0.9195000020554289,2069.5003000000725,8.978137651821863
1670189693,902,,Aggregated,270.300000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,12652,0,22,982.9850050663416,0.9195000020554289,2069.5003000000725,8.979291811571294
1670189694,913,,Aggregated,274.600000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,12924,0,22,984.3363311822549,0.9195000020554289,2069.5003000000725,8.98065614360879
1670189695,924,,Aggregated,278.900000,0.000000,22,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,13259,0,22,984.8849717927158,0.9195000020554289,2069.5003000000725,8.981220303190286
1670189696,935,,Aggregated,281.600000,0.000000,23,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,13539,0,23,985.2769962183012,0.9195000020554289,2069.5003000000725,8.98160868601817
1670189697,946,,Aggregated,284.900000,0.000000,23,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,13864,0,23,986.6385959174677,0.9195000020554289,2069.5003000000725,8.982977495672245
1670189698,957,,Aggregated,293.400000,0.000000,24,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,14180,0,24,988.1611689210176,0.9195000020554289,2069.5003000000725,8.984485190409027
1670189699,968,,Aggregated,293.100000,0.000000,26,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,14520,0,25,987.9462625482228,0.9195000020554289,2069.5003000000725,8.984159779614325
1670189700,979,,Aggregated,296.500000,0.000000,25,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,14860,0,25,986.8430432503469,0.9195000020554289,2069.5003000000725,8.983041722745625
1670189701,990,,Aggregated,301.900000,0.000000,27,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,15164,0,27,988.5560032445374,0.8622999885119498,2127.8990999999223,8.984568715378527
1670189702,1001,,Aggregated,305.700000,0.000000,26,2000,2000,2000,2000,2000,2000,2000,2100,2100,2100,15496,0,25,986.4214280265994,0.8622999885119498,2127.8990999999223,8.982447083118224
1670189703,1012,,Aggregated,311.900000,0.000000,27,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,15850,0,27,988.1401985236623,0.8622999885119498,2152.536699999473,8.984100946372239
1670189704,1023,,Aggregated,312.800000,0.000000,27,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,16156,0,27,988.5632082322369,0.8622999885119498,2152.536699999473,8.984525872740777
1670189705,1034,,Aggregated,316.900000,0.000000,27,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,16531,0,27,988.7102456052368,0.8622999885119498,2152.536699999473,8.9846954207247
1670189706,1045,,Aggregated,321.300000,0.000000,29,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,16879,0,29,991.2918754784127,0.8622999885119498,2152.536699999473,8.987262278571006
1670189707,1056,,Aggregated,323.500000,0.000000,28,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,17224,0,28,989.7556516546849,0.8622999885119498,2152.536699999473,8.98571760334417
1670189708,1067,,Aggregated,328.900000,0.000000,28,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,17561,0,28,988.6227935710097,0.8622999885119498,2152.536699999473,8.984568076988783
1670189709,1078,,Aggregated,333.600000,0.000000,29,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,17944,0,29,991.108849035913,0.8622999885119498,2152.536699999473,8.987070887204636
1670189710,1089,,Aggregated,337.700000,0.000000,31,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,18305,0,31,993.0839761650013,0.8622999885119498,2152.536699999473,8.989019393608304
1670189711,1100,,Aggregated,338.200000,0.000000,31,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,18672,0,30,991.8440214439024,0.8622999885119498,2152.536699999473,8.987789203084834
1670189712,1100,,Aggregated,341.200000,0.000000,29,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,19058,0,29,990.7127585476101,0.8622999885119498,2152.536699999473,8.98667226361633
1670189713,1100,,Aggregated,344.600000,0.000000,29,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,19424,0,29,990.9305208041866,0.8622999885119498,2152.536699999473,8.986923393739703
1670189714,1100,,Aggregated,351.900000,0.000000,28,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,19775,0,28,989.6678694159533,0.8107999892672524,2152.536699999473,8.985689001264223
1670189715,1100,,Aggregated,355.700000,0.000000,28,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,20165,0,28,990.204587160945,0.8107999892672524,2152.536699999473,8.98626332754773
1670189716,1100,,Aggregated,356.100000,0.000000,29,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,20538,0,29,991.4444635943426,0.8107999892672524,2152.536699999473,8.987535300418736
1670189717,1100,,Aggregated,362.300000,0.000000,29,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,20897,0,29,991.2924087429125,0.8107999892672524,2152.536699999473,8.987414461405944
1670189718,1100,,Aggregated,361.900000,0.000000,28,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,21255,0,28,990.1582243942901,0.8107999892672524,2152.536699999473,8.986309103740297
1670189719,1100,,Aggregated,363.100000,0.000000,28,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,21647,0,28,991.4842151106684,0.8107999892672524,2152.536699999473,8.98766572735252
1670189720,1100,,Aggregated,366.000000,0.000000,28,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,21999,0,28,991.5665526842431,0.8107999892672524,2152.536699999473,8.987772171462339
1670189721,1100,,Aggregated,368.800000,0.000000,28,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,22364,0,28,991.5122921078776,0.8107999892672524,2152.536699999473,8.987748166696477
1670189722,1100,,Aggregated,371.100000,0.000000,29,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,22738,0,29,992.6551309570268,0.8107999892672524,2152.536699999473,8.988917231066937
1670189723,1100,,Aggregated,368.800000,0.000000,30,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,23109,0,30,993.3651067290086,0.8107999892672524,2152.536699999473,8.98965770911766
1670189724,1100,,Aggregated,367.800000,0.000000,30,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,23485,0,30,993.0812597871259,0.8107999892672524,2152.536699999473,8.989397487758144
1670189725,1100,,Aggregated,367.000000,0.000000,29,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,23840,0,29,993.0878664262035,0.8107999892672524,2152.536699999473,8.989429530201342
1670189726,1100,,Aggregated,369.200000,0.000000,29,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,24233,0,29,993.1188961416535,0.8107999892672524,2152.536699999473,8.989477159245657
1670189727,1100,,Aggregated,369.300000,0.000000,30,2000,2000,2000,2000,2000,2000,2000,2100,2100,2200,24559,0,30,993.4792044871818,0.8107999892672524,2152.536699999473,8.989861150698319
